timestamp,roll,pitch,yaw,gt_roll,gt_pitch,gt_yaw,x,y,z,gt_x,gt_y,gt_z,wx,wy,wz,ax,ay,az,
0.608876,0.0491972,-0.0144155,-64.9315,0,0,-65.8893,29.6545,10.8054,-0.0813146,29.6648,10.8107,-0.0810023,0.00872824,-0.00193287,0.0262813,0.112168,0.609495,10.0921,
0.613876,0.0517797,-0.0149075,-64.9241,0,0,-65.8893,29.6678,10.8115,-0.0818185,29.6648,10.8107,-0.0810023,0.00931397,-0.0014561,0.0255544,0.19094,0.556149,10.1503,
0.618876,0.0544376,-0.0153447,-64.9167,0,0,-65.8893,29.6811,10.8175,-0.0823138,29.6648,10.8107,-0.0810023,0.00925563,-0.00154831,0.0258203,0.0757724,0.502672,10.2165,
0.623876,0.0570801,-0.0158249,-64.9092,0,0,-65.8893,29.6944,10.8236,-0.0827992,29.6648,10.8107,-0.0810023,0.00920635,-0.00175316,0.026453,0.130646,0.461098,10.232,
0.628876,0.0598823,-0.0163989,-64.9017,0,0,-65.8893,29.7078,10.8297,-0.0832743,29.6648,10.8107,-0.0810023,0.0103714,-0.00220109,0.0259919,0.234675,0.60007,10.2204,
0.633876,0.0629866,-0.0170666,-64.8943,0,0,-65.8893,29.7211,10.8358,-0.0837393,29.6648,10.8107,-0.0810023,0.0113162,-0.00240494,0.0258216,-0.0528991,0.646953,10.1698,
0.638876,0.0660555,-0.0176756,-64.8869,0,0,-65.8893,29.7344,10.8419,-0.0841945,29.6648,10.8107,-0.0810023,0.010124,-0.00178803,0.0259715,-0.173636,0.557136,10.2538,
0.643876,0.0687716,-0.0182609,-64.8793,0,0,-65.8893,29.7478,10.848,-0.0846388,29.6648,10.8107,-0.0810023,0.00885464,-0.00223629,0.0267386,-0.0949018,0.617281,10.2887,
0.648876,0.0712927,-0.018823,-64.8717,0,0,-65.8893,29.7612,10.8541,-0.085071,29.6648,10.8107,-0.0810023,0.00876345,-0.00162274,0.0263209,0.119936,0.624489,10.3489,
0.653876,0.0738654,-0.0192677,-64.8643,0,0,-65.8893,29.7745,10.8603,-0.0854906,29.6648,10.8107,-0.0810023,0.00921439,-0.00141654,0.0254525,-0.0366382,0.612289,10.2754,
0.658876,0.0764535,-0.0196127,-64.857,0,0,-65.8893,29.7879,10.8664,-0.085899,29.6648,10.8107,-0.0810023,0.00887141,-0.000924692,0.0257911,-0.0626221,0.629053,10.1141,
0.663876,0.0789235,-0.0198353,-64.8496,0,0,-65.4786,29.8014,10.8725,-0.0862995,29.929,10.9289,-0.0831526,0.00839029,-0.000559576,0.0258183,-0.0697747,0.683963,10.0083,
0.668876,0.0813669,-0.0198361,-64.8423,0,0,-65.4786,29.8148,10.8787,-0.0866938,29.929,10.9289,-0.0831526,0.00868566,0.000625961,0.0253864,-0.0495277,0.809915,10.0964,
0.673876,0.0838531,-0.0198238,-64.8351,0,0,-65.4786,29.8282,10.8848,-0.0870804,29.929,10.9289,-0.0831526,0.00868835,-0.000468045,0.0246569,-0.261795,0.765193,10.257,
0.678876,0.0862498,-0.0199484,-64.828,0,0,-65.4786,29.8417,10.891,-0.087457,29.929,10.9289,-0.0831526,0.00806104,-0.000328571,0.0244949,-0.397023,0.57878,10.2367,
0.683876,0.0884378,-0.0200917,-64.8209,0,0,-65.4786,29.8552,10.8972,-0.0878237,29.929,10.9289,-0.0831526,0.00723124,-0.000596456,0.0250471,-0.51843,0.646114,10.0871,
0.688876,0.0906068,-0.0201284,-64.8138,0,0,-65.4786,29.8686,10.9034,-0.0881828,29.929,10.9289,-0.0831526,0.00792861,0.000417419,0.024501,-0.247322,0.652503,10.0522,
0.693876,0.0929773,-0.0200034,-64.807,0,0,-65.4786,29.8821,10.9096,-0.0885351,29.929,10.9289,-0.0831526,0.00863705,0.000532083,0.0234774,-0.162628,0.714958,10.1081,
0.698876,0.0954266,-0.0198244,-64.8002,0,0,-65.4786,29.8956,10.9158,-0.0888811,29.929,10.9289,-0.0831526,0.00847913,0.000795275,0.0235588,-0.0300631,0.679921,9.99101,
0.703876,0.0978039,-0.0194906,-64.7934,0,0,-65.4786,29.9091,10.9221,-0.0892224,29.929,10.9289,-0.0831526,0.0081338,0.00161469,0.023983,0.00193715,0.783149,9.90473,
0.708876,0.100074,-0.0189071,-64.7866,0,0,-65.4786,29.9227,10.9283,-0.0895607,29.929,10.9289,-0.0831526,0.00772912,0.00254206,0.0238643,0.142921,0.732951,9.89484,
0.713876,0.102321,-0.0183217,-64.7798,0,0,-65.4786,29.9362,10.9346,-0.0898975,29.929,10.9289,-0.0831526,0.0079779,0.00162777,0.0233272,-0.0440143,0.830572,9.7934,
0.718876,0.104459,-0.0177099,-64.7731,0,0,-65.4786,29.9498,10.9408,-0.0902335,29.929,10.9289,-0.0831526,0.00695966,0.00272781,0.023352,-0.118837,0.774395,9.87504,
0.723876,0.106305,-0.0168709,-64.7663,0,0,-65.4786,29.9634,10.9471,-0.0905672,29.929,10.9289,-0.0831526,0.00594344,0.00321697,0.0240805,-0.184849,0.775196,10.0721,
0.728876,0.108024,-0.0157663,-64.7595,0,0,-65.4786,29.977,10.9534,-0.0908959,29.929,10.9289,-0.0831526,0.00607051,0.00458356,0.0237657,0.0359677,0.704303,10.0014,
0.733876,0.109962,-0.0145932,-64.7528,0,0,-65.4786,29.9906,10.9597,-0.0912206,29.929,10.9289,-0.0831526,0.00746761,0.00369508,0.022721,0.0430457,0.709575,9.80332,
0.738876,0.112109,-0.0135319,-64.7464,0,0,-65.4786,30.0042,10.966,-0.0915446,29.929,10.9289,-0.0831526,0.00753734,0.00380103,0.0223049,0.020992,0.739433,9.73722,
0.743876,0.114189,-0.0124499,-64.7398,0,0,-65.4786,30.0179,10.9723,-0.0918697,29.929,10.9289,-0.0831526,0.00699386,0.00384361,0.0235377,0.00573695,0.836551,9.78023,
0.748876,0.116107,-0.011292,-64.733,0,0,-65.4786,30.0315,10.9786,-0.0921959,29.929,10.9289,-0.0831526,0.00640746,0.00433512,0.0237862,0.151936,0.952184,9.75775,
0.753876,0.117939,-0.01006,-64.7264,0,0,-65.4786,30.0452,10.9849,-0.0925236,29.929,10.9289,-0.0831526,0.00638567,0.00436094,0.0225886,0.152066,0.809971,9.70438,
0.758876,0.119674,-0.00871479,-64.7198,0,0,-64.2871,30.0589,10.9912,-0.0928538,30.1985,11.0518,-0.0879603,0.00573691,0.00512537,0.0233356,0.106562,0.599399,9.66351,
0.763876,0.121184,-0.00722235,-64.713,0,0,-64.2871,30.0727,10.9975,-0.0931864,30.1985,11.0518,-0.0879603,0.00481255,0.00539292,0.0237872,0.0227802,0.526775,9.82922,
0.768876,0.12268,-0.00559878,-64.7063,0,0,-64.2871,30.0864,11.0039,-0.0935188,30.1985,11.0518,-0.0879603,0.00563264,0.00604168,0.0231448,0.278465,0.615567,9.92626,
0.773876,0.124399,-0.00394484,-64.6997,0,0,-64.2871,30.1001,11.0102,-0.0938491,30.1985,11.0518,-0.0879603,0.00637326,0.00560448,0.0229812,0.281297,0.664946,9.89188,
0.778876,0.126248,-0.00233161,-64.6931,0,0,-64.2871,30.1139,11.0165,-0.0941781,30.1985,11.0518,-0.0879603,0.00654124,0.00575904,0.0232185,0.143703,0.679363,9.73867,
0.783876,0.128039,-0.000665003,-64.6863,0,0,-64.2871,30.1277,11.0229,-0.0945074,30.1985,11.0518,-0.0879603,0.00596389,0.00598099,0.024037,0.182856,0.738651,9.83013,
0.788876,0.129738,0.00116389,-64.6793,0,0,-64.2871,30.1415,11.0292,-0.0948356,30.1985,11.0518,-0.0879603,0.00589784,0.00689697,0.0247957,0.376925,0.805221,9.99121,
0.793876,0.131401,0.00291095,-64.6722,0,0,-64.2871,30.1553,11.0355,-0.0951606,30.1985,11.0518,-0.0879603,0.00571076,0.00541203,0.0244168,0.211503,0.802912,9.93123,
0.798876,0.13285,0.00449329,-64.6653,0,0,-64.2871,30.1692,11.0419,-0.0954832,30.1985,11.0518,-0.0879603,0.00439949,0.00574697,0.0242203,0.0824966,0.820514,9.78021,
0.803876,0.134061,0.00619738,-64.6583,0,0,-64.2871,30.183,11.0482,-0.0958051,30.1985,11.0518,-0.0879603,0.00405081,0.00626396,0.0247601,0.0983849,0.856668,9.84231,
